RBP	Metric	Kipoi	MultiTask	SetA	SingleTask	Correlation	Observed intensities	DeepBind	MatrixREDUCE	Ray et al.
RNCMPT00150	AUCs		0.8592610534096505	0.7899847855154164	0.8687697794115183	Spearman	0.798	0.871	0.863	0.526
RNCMPT00150	E-scores		0.8483197558622355	0.8171127394532367	0.8870351986327366	Spearman	0.817	0.887	0.86	0.557
RNCMPT00150	Intensities		0.3873476390443617		0.3928404281401475	Spearman		0.387	0.386	0.226
RNCMPT00150	Z-scores		0.8361779412803862	0.7684038597666479	0.842231438867578	Spearman	0.768	0.844	0.833	0.489
RNCMPT00151	AUCs	0.8370978407814486	0.8155636212993913	0.8258627973269135	0.8151653726967512	Spearman	0.815	0.754	0.847	0.266
RNCMPT00151	E-scores	0.841275249411584	0.8198154030282679	0.7994367751536612	0.8309673818592145	Spearman	0.8	0.791	0.84	0.348
RNCMPT00151	Intensities	0.4076332230387641	0.4853649645538666		0.4425077239914157	Spearman		0.401	0.489	0.17
RNCMPT00151	Z-scores	0.8022616903540447	0.776405092182854	0.782872849973437	0.7843867355553441	Spearman	0.783	0.734	0.815	0.232
RNCMPT00152	AUCs	0.868691428177509	0.8544108545943278	0.8438354102725212	0.867571751989795	Spearman	0.844	0.853	0.869	0.342
RNCMPT00152	E-scores	0.8733579300053301	0.8513555730232227	0.8409587080185902	0.8615781006143631	Spearman	0.841	0.851	0.861	0.377
RNCMPT00152	Intensities	0.4047044525376925	0.4499926372734756		0.4436386034622416	Spearman		0.404	0.416	0.188
RNCMPT00152	Z-scores	0.8359610541272349	0.8214001889102487	0.806656348092245	0.8250192429195179	Spearman	0.807	0.821	0.83	0.324
RNCMPT00153	AUCs	0.6354027416662588	0.8770043912573121	0.7903766688949482	0.8600023817778429	Spearman	0.794	0.865	-0.126	0.4
RNCMPT00153	E-scores	0.6365120037314058	0.8975476097329784	0.8542058597004348	0.8775712715884144	Spearman	0.854	0.892	-0.169	0.37
RNCMPT00153	Intensities	0.2247152247647987	0.3390091989867568		0.3063990057891472	Spearman		0.305	-0.013	0.109
RNCMPT00153	Z-scores	0.5904180951016228	0.8539801101721202	0.7743920701143174	0.8388287960689473	Spearman	0.774	0.839	-0.017	0.339
RNCMPT00154	AUCs	0.368355576811401		0.6295411602008714	0.7650219177738484	Spearman	0.632	0.781	0.489	0.515
RNCMPT00154	E-scores	0.4521194828230074		0.7819960989311344	0.8457623596125264	Spearman	0.782	0.855	0.456	0.54
RNCMPT00154	Intensities	0.1090451439450172			0.2064210941432513	Spearman		0.21	0.066	0.102
RNCMPT00154	Z-scores	0.3308764021280289		0.6371143084346013	0.754317887022436	Spearman	0.637	0.769	0.433	0.469
RNCMPT00155	AUCs	0.8169456867830002	0.801063142474871	0.7134005871871446	0.775459722711242	Spearman	0.726	0.822	0.791	0.438
RNCMPT00155	E-scores	0.8058632360829738	0.7756861896842306	0.6987516338834457	0.7699381644609291	Spearman	0.699	0.785	0.762	0.513
RNCMPT00155	Intensities	0.2786836484801129	0.3012239712740033		0.2547164867688265	Spearman		0.27	0.268	0.157
RNCMPT00155	Z-scores	0.787719944805319	0.7612796353362767	0.684891320363214	0.7340263996234819	Spearman	0.685	0.768	0.756	0.412
RNCMPT00156	AUCs	0.744762640340058	0.7470241796010126	0.8512532568028764	0.7409274225130259	Spearman	0.849	0.682	0.357	0.296
RNCMPT00156	E-scores	0.8359668089095851	0.7718219114691088	0.8284571475651793	0.8343303720472256	Spearman	0.829	0.797	0.486	0.459
RNCMPT00156	Intensities	0.4561557359711667	0.4858414723205334		0.4673116420634417	Spearman		0.423	0.257	0.182
RNCMPT00156	Z-scores	0.6621401109798849	0.6441081672375285	0.8001856023981795	0.6441634533173849	Spearman	0.8	0.564	0.293	0.211
RNCMPT00157	AUCs	0.9305408839529368	0.9179706513936192	0.8908411005255986	0.9236935640533872	Spearman	0.893	0.93	0.935	0.581
RNCMPT00157	E-scores	0.9348982467307808	0.9104048546188148	0.9028733566490664	0.9285375466731506	Spearman	0.903	0.929	0.933	0.549
RNCMPT00157	Intensities	0.4526796033538799	0.4405797993303905		0.4447650169052094	Spearman		0.445	0.434	0.259
RNCMPT00157	Z-scores	0.9011967069432774	0.8847250863585608	0.855902263289632	0.8961988985497976	Spearman	0.856	0.898	0.905	0.534
RNCMPT00158	AUCs	0.1333718705062096	0.8656090274261352	0.9120077001350554	0.8802543368642992	Spearman	0.912	0.793	0.376	0.22
RNCMPT00158	E-scores	0.2409436941184174	0.8445338568346109	0.8779289587125441	0.8597845161360187	Spearman	0.878	0.8	0.432	0.357
RNCMPT00158	Intensities	0.240213742078372	0.5822150496978116		0.5441775029011221	Spearman		0.482	0.359	0.304
RNCMPT00158	Z-scores	0.1171383920280564	0.8545753659484671	0.8874252084023252	0.8488355683630348	Spearman	0.887	0.781	0.353	0.198
RNCMPT00159	AUCs	0.1928588586723413	0.6188303226100869	0.5111639302019192	0.5626687281025166	Spearman	0.5	0.547	0.614	0.404
RNCMPT00159	E-scores	0.6130314973933398	0.6903130896802021	0.6637186620619513	0.7404959657962963	Spearman	0.663	0.707	0.597	0.718
RNCMPT00159	Intensities	0.1170351924868217	0.2085705611952383		0.1908204578822938	Spearman		0.185	0.199	0.17
RNCMPT00159	Z-scores	0.0979722712696375	0.6175633099077094	0.552249882072972	0.5086321282805031	Spearman	0.552	0.557	0.613	0.39
RNCMPT00160	AUCs		0.8634620831714527	0.8405580948927498	0.7761913521079862	Spearman	0.841	0.848	0.843	0.617
RNCMPT00160	E-scores		0.9203832234310444	0.8765120415262918	0.913735496485941	Spearman	0.877	0.926	0.927	0.801
RNCMPT00160	Intensities		0.5862849446251639		0.522331389368339	Spearman		0.564	0.539	0.305
RNCMPT00160	Z-scores		0.8047037328282431	0.7793745644832267	0.6981115669916564	Spearman	0.779	0.781	0.762	0.536
RNCMPT00161	AUCs	0.9333941712046496	0.9091606079512368	0.9005758690660675	0.9346318856776304	Spearman	0.901	0.924	0.916	0.644
RNCMPT00161	E-scores	0.921701944127902	0.8993767099369309	0.8819670964753573	0.9281285268626708	Spearman	0.882	0.912	0.903	0.626
RNCMPT00161	Intensities	0.4683733687589091	0.4650640586717602		0.5068165627253465	Spearman		0.434	0.455	0.258
RNCMPT00161	Z-scores	0.9101022355017768	0.8897446213526365	0.8706610152049994	0.909191128720044	Spearman	0.871	0.9	0.894	0.613
RNCMPT00162	AUCs	0.8295887835855987	0.9368497014096712	0.9239355781486636	0.9418645402331872	Spearman	0.924	0.941	0.914	0.609
RNCMPT00162	E-scores	0.8497609837954612	0.9201456538378348	0.9105694504059018	0.9289995325588252	Spearman	0.911	0.93	0.91	0.682
RNCMPT00162	Intensities	0.3752663904481375	0.5480076768525652		0.5301532742576374	Spearman		0.514	0.48	0.201
RNCMPT00162	Z-scores	0.8211753440363866	0.9117682047725052	0.8953448735811936	0.9141498383133108	Spearman	0.895	0.91	0.881	0.551
RNCMPT00163	AUCs	0.354184804764594	0.8395044959127573	0.757011160684591	0.8301952157530051	Spearman	0.764	0.832	0.813	0.788
RNCMPT00163	E-scores	0.2672122949817666	0.7556404356632908	0.6988480813115004	0.7554165917996073	Spearman	0.699	0.764	0.738	0.714
RNCMPT00163	Intensities	0.0544865415190927	0.2942710514896477		0.2790510247779917	Spearman		0.273	0.245	0.222
RNCMPT00163	Z-scores	0.0304141193424644	0.8286060070366168	0.7539261629966623	0.8163103806290364	Spearman	0.754	0.811	0.791	0.757
RNCMPT00164	AUCs	0.92791117643563	0.93475385487705	0.9140020756500172	0.9419129976370976	Spearman	0.909	0.934	0.928	0.62
RNCMPT00164	E-scores	0.9150674529474578	0.9180549119021056	0.8942071705230862	0.9311153178201992	Spearman	0.894	0.924	0.921	0.607
RNCMPT00164	Intensities	0.5430919815357383	0.5594306481764155		0.5598332909247733	Spearman		0.546	0.546	0.254
RNCMPT00164	Z-scores	0.8993573009920847	0.9057358492027962	0.8765517717459113	0.9138681408274624	Spearman	0.877	0.909	0.903	0.586
RNCMPT00165	AUCs	0.7397226175761817	0.925583518437228	0.909535225966957	0.8688878495416695	Spearman	0.905	0.86	0.873	0.699
RNCMPT00165	E-scores	0.7493981270597473	0.9204263520492816	0.8878290981835574	0.8935120469910498	Spearman	0.888	0.887	0.888	0.738
RNCMPT00165	Intensities	0.5002712203196608	0.621584086990388		0.5721838040394964	Spearman		0.545	0.547	0.443
RNCMPT00165	Z-scores	0.7142780882751352	0.8987343011296753	0.8852616476625537	0.8380999906028861	Spearman	0.885	0.841	0.852	0.675
RNCMPT00166	AUCs		0.931343972001731	0.9226435726672996	0.9468255927605008	Spearman	0.921	0.941	0.948	0.609
RNCMPT00166	E-scores		0.9222650334003304	0.911249736001903	0.9429185141213166	Spearman	0.911	0.937	0.942	0.56
RNCMPT00166	Intensities		0.5929602807562113		0.5952266919161651	Spearman		0.573	0.585	0.349
RNCMPT00166	Z-scores		0.9069072919597392	0.8943406032561904	0.9232016066852734	Spearman	0.894	0.909	0.923	0.601
RNCMPT00167	AUCs	0.6748651649288301	0.9010639028692768	0.8941095608200609	0.8177026275405854	Spearman	0.89	0.845	0.889	0.499
RNCMPT00167	E-scores	0.7936242882141363	0.9094624062039608	0.886373232238598	0.8675087626446876	Spearman	0.886	0.872	0.898	0.675
RNCMPT00167	Intensities	0.3563192865857377	0.4994979810029791		0.4123911815778411	Spearman		0.405	0.446	0.267
RNCMPT00167	Z-scores	0.7090540838040351	0.8911399784225761	0.8776786531742572	0.8301068076930067	Spearman	0.878	0.833	0.881	0.551
RNCMPT00168	AUCs	0.7254087539122661	0.8100399177115742	0.8311337833374611	0.718594673349622	Spearman	0.834	0.753	0.814	0.546
RNCMPT00168	E-scores	0.815385526075997	0.8374635100930857	0.8386442110138354	0.7908974053727345	Spearman	0.839	0.814	0.836	0.591
RNCMPT00168	Intensities	0.4304430301451346	0.4610053227176366		0.3649575441197853	Spearman		0.448	0.493	0.329
RNCMPT00168	Z-scores	0.669565749819744	0.7582385041585922	0.7832122633613623	0.6650674442682208	Spearman	0.783	0.695	0.756	0.498
RNCMPT00169	AUCs	0.907148620555146	0.9176255122383192	0.920212931806051	0.91446195845034	Spearman	0.917	0.887	0.893	0.364
RNCMPT00169	E-scores	0.8914623901318106	0.8914132993791775	0.8863035653349549	0.9000649073853229	Spearman	0.886	0.867	0.862	0.352
RNCMPT00169	Intensities	0.5609668732230964	0.6076742632406157		0.6041092151751127	Spearman		0.564	0.542	0.337
RNCMPT00169	Z-scores	0.8833532025003206	0.8969500144621145	0.9024215436283696	0.8830100333708575	Spearman	0.902	0.85	0.867	0.307
RNCMPT00170	AUCs	0.8424907090029343	0.7980579225713328	0.826277277353787	0.8611458057471997	Spearman	0.822	0.855	0.853	0.167
RNCMPT00170	E-scores	0.8359551521257567	0.7990850666504171	0.8299692085036651	0.877973558056307	Spearman	0.83	0.865	0.86	0.26
RNCMPT00170	Intensities	0.4048106939993236	0.4108952056176517		0.4036359422448657	Spearman		0.384	0.415	0.091
RNCMPT00170	Z-scores	0.7995881685646986	0.7560503462447195	0.7601217372939222	0.8156686183682039	Spearman	0.76	0.812	0.814	0.173
RNCMPT00171	AUCs	0.9016956332120044	0.9157484702238337	0.8450843911400502	0.922172870055682	Spearman	0.842	0.905	0.889	0.557
RNCMPT00171	E-scores	0.879627132383799	0.8826206387398716	0.8048509727999704	0.8978249957044551	Spearman	0.805	0.886	0.868	0.525
RNCMPT00171	Intensities	0.6500572079355385	0.668094918739748		0.6632631147358915	Spearman		0.61	0.652	0.371
RNCMPT00171	Z-scores	0.8587118089164117	0.8762347608651575	0.8086111591771533	0.8820671629159045	Spearman	0.809	0.87	0.839	0.458
RNCMPT00172	AUCs		0.8574322062916035	0.8487696200083744	0.8849866224756691	Spearman	0.847	0.839	0.849	0.515
RNCMPT00172	E-scores		0.8511892223297334	0.8377682711062193	0.8927189274092625	Spearman	0.838	0.84	0.861	0.588
RNCMPT00172	Intensities		0.4255713065939044		0.4272469014923215	Spearman		0.368	0.395	0.219
RNCMPT00172	Z-scores		0.8202706083174808	0.8021309012155756	0.8521468076548305	Spearman	0.802	0.802	0.822	0.518
RNCMPT00173	AUCs	0.531485745136893	0.8916061304604265	0.8946082983148878	0.8933928782117667	Spearman	0.892	0.882	0.865	0.666
RNCMPT00173	E-scores	0.5775663386572907	0.8713743085954574	0.8526150557739025	0.8785408964790993	Spearman	0.853	0.871	0.831	0.569
RNCMPT00173	Intensities	0.3955266696709908	0.5855720343495778		0.5867078202083491	Spearman		0.573	0.533	0.431
RNCMPT00173	Z-scores	0.5325978736257329	0.8623832281256271	0.8686161459040025	0.8656139939058394	Spearman	0.869	0.85	0.835	0.617
RNCMPT00174	AUCs		0.880337617567454	0.8694988448924457	0.8832705997151549	Spearman	0.869	0.862	0.874	0.317
RNCMPT00174	E-scores		0.8732068154193053	0.8654152451504985	0.8861901896299315	Spearman	0.866	0.869	0.877	0.446
RNCMPT00174	Intensities		0.5257349880139077		0.4912100844536558	Spearman		0.448	0.467	0.174
RNCMPT00174	Z-scores		0.8542066337178402	0.8384027410440777	0.8617391350441777	Spearman	0.838	0.842	0.853	0.355
RNCMPT00175	AUCs		0.8872152153926425	0.9224903387798532	0.8902347802635318	Spearman	0.923	0.87	0.863	0.349
RNCMPT00175	E-scores		0.8773833110073603	0.9018785391146312	0.8963446437979647	Spearman	0.902	0.866	0.876	0.38
RNCMPT00175	Intensities		0.5593654337791509		0.5407961846875671	Spearman		0.49	0.488	0.27
RNCMPT00175	Z-scores		0.8596521232550581	0.9001223962566738	0.8544855875390477	Spearman	0.9	0.82	0.831	0.333
RNCMPT00176	AUCs	0.7626129411840179	0.9269987640672752	0.9192509358502536	0.9215582690270986	Spearman	0.919	0.911	0.903	0.808
RNCMPT00176	E-scores	0.8469600845583414	0.92781075027951	0.9037873566788368	0.9448476135041828	Spearman	0.904	0.946	0.931	0.802
RNCMPT00176	Intensities	0.593721940393098	0.669895511999904		0.6554988287316053	Spearman		0.657	0.651	0.458
RNCMPT00176	Z-scores	0.738452640114202	0.8970649430451806	0.8902181225594422	0.8813558867022511	Spearman	0.89	0.866	0.857	0.77
RNCMPT00177	AUCs		0.8219382872811426	0.7965814570398022	0.8720524814360732	Spearman	0.797	0.835	0.845	0.588
RNCMPT00177	E-scores		0.7931243897465825	0.7997635975730747	0.8640644546785677	Spearman	0.8	0.839	0.845	0.613
RNCMPT00177	Intensities		0.4722669286554736		0.5033362370620749	Spearman		0.41	0.482	0.202
RNCMPT00177	Z-scores		0.7803018410707008	0.7372910726435733	0.8255797446424098	Spearman	0.737	0.794	0.804	0.549
RNCMPT00178	AUCs	0.9310872374931828	0.9487742243912178	0.9375151867591	0.941437493655814	Spearman	0.937	0.923	0.944	0.721
RNCMPT00178	E-scores	0.941236821568644	0.9468811439653388	0.9253577619286648	0.9442019249257686	Spearman	0.925	0.934	0.946	0.717
RNCMPT00178	Intensities	0.6106868200650288	0.6599085421194807		0.6385813920444359	Spearman		0.613	0.635	0.403
RNCMPT00178	Z-scores	0.9176549504136288	0.9364437196046878	0.919380561791308	0.9220168968295908	Spearman	0.919	0.91	0.932	0.683
RNCMPT00179	AUCs	0.8843473617695512	0.9503720364395304	0.927691245761443	0.9416718406863598	Spearman	0.926	0.918	0.912	0.838
RNCMPT00179	E-scores	0.9045963102513284	0.9442713005587164	0.9158044453181148	0.9430536350241848	Spearman	0.916	0.92	0.912	0.798
RNCMPT00179	Intensities	0.6398756507682506	0.7026721913314729		0.6487264133338507	Spearman		0.663	0.65	0.519
RNCMPT00179	Z-scores	0.8406880917886863	0.9273804369693804	0.9004207826893046	0.9103183881106716	Spearman	0.9	0.875	0.869	0.798
RNCMPT00180	AUCs		0.9387448585276338	0.9251400549632688	0.9310871589577522	Spearman	0.925	0.921	0.929	0.466
RNCMPT00180	E-scores		0.921541235111643	0.899548919230064	0.9300344706363703	Spearman	0.9	0.928	0.92	0.502
RNCMPT00180	Intensities		0.5932534633164169		0.550760195300601	Spearman		0.549	0.563	0.285
RNCMPT00180	Z-scores		0.9169878890139006	0.8986620390367432	0.9090719944975642	Spearman	0.899	0.889	0.904	0.423
RNCMPT00181	AUCs		0.8178988858645043	0.8035136471635379	0.835471520096195	Spearman	0.801	0.824	0.225	0.399
RNCMPT00181	E-scores		0.837263242557686	0.7946443372108862	0.8618536925645084	Spearman	0.795	0.867	0.278	0.405
RNCMPT00181	Intensities		0.4555577329197338		0.4556365691166396	Spearman		0.456	0.078	0.219
RNCMPT00181	Z-scores		0.7883424383508066	0.765127677386782	0.8054996988765387	Spearman	0.765	0.799	0.226	0.358
RNCMPT00182	AUCs		0.8742562885004342	0.8641470745049257	0.8680911627841705	Spearman	0.864	0.863	0.878	0.468
RNCMPT00182	E-scores		0.8446163188120067	0.8200726481713303	0.8564314545351001	Spearman	0.82	0.849	0.862	0.481
RNCMPT00182	Intensities		0.4477737380205189		0.4148799656817067	Spearman		0.408	0.423	0.237
RNCMPT00182	Z-scores		0.8400988451945789	0.8245281057395153	0.8407985722997554	Spearman	0.825	0.826	0.85	0.454
RNCMPT00183	AUCs		0.9477727339300132	0.939635775901158	0.944602575963416	Spearman	0.936	0.953	0.693	0.641
RNCMPT00183	E-scores		0.9276846368860008	0.9131072689296584	0.934769647818324	Spearman	0.913	0.939	0.64	0.638
RNCMPT00183	Intensities		0.7142357219723412		0.6811841908185602	Spearman		0.686	0.271	0.41
RNCMPT00183	Z-scores		0.9289466904636178	0.9206685017671212	0.9223669170018284	Spearman	0.921	0.928	0.633	0.585
RNCMPT00184	AUCs	0.9284439805186068	0.9314420279070812	0.8990737246447099	0.9219671246009932	Spearman	0.897	0.919	0.9	0.71
RNCMPT00184	E-scores	0.9277321128332192	0.9142926452061164	0.8733271397829316	0.9133745841940027	Spearman	0.873	0.919	0.905	0.671
RNCMPT00184	Intensities	0.5680483588163535	0.5901394423707966		0.5619223490720324	Spearman		0.559	0.545	0.402
RNCMPT00184	Z-scores	0.9031572200860498	0.9076916110814046	0.8686625275161113	0.8944707651747468	Spearman	0.869	0.896	0.863	0.668
RNCMPT00185	AUCs	0.1832960472373638	0.5819536643500756	0.623391155850826	0.6761924772926838	Spearman	0.632	0.613	0.704	0.361
RNCMPT00185	E-scores	0.5680714672291247	0.5929465522480881	0.5703158160365112	0.6447435254510373	Spearman	0.57	0.669	0.671	0.453
RNCMPT00185	Intensities	0.1984464540574035	0.2838986077916488		0.3024212445124853	Spearman		0.286	0.307	0.178
RNCMPT00185	Z-scores	0.2580525094248534	0.5859444950439467	0.5883497235626307	0.6294414663080897	Spearman	0.588	0.553	0.671	0.377
RNCMPT00186	AUCs	0.8571871783906528	0.8680101279546786	0.7776262928343459	0.8582651948392678	Spearman	0.763	0.826	0.849	0.738
RNCMPT00186	E-scores	0.8985630879963263	0.8886103836908646	0.8715145595945833	0.8971596578038444	Spearman	0.872	0.878	0.887	0.838
RNCMPT00186	Intensities	0.2865206395949038	0.3213736938591264		0.2880842995249059	Spearman		0.277	0.295	0.196
RNCMPT00186	Z-scores	0.8712374138130747	0.874757953850258	0.7891295916435055	0.8722449869268936	Spearman	0.789	0.852	0.86	0.77
RNCMPT00187	AUCs		0.8505843371981259	0.7872576864721629	0.8564368584185128	Spearman	0.786	0.852	0.843	0.48
RNCMPT00187	E-scores		0.8489677588312486	0.8128455345165312	0.8700093144937052	Spearman	0.813	0.868	0.848	0.538
RNCMPT00187	Intensities		0.3472246516042644		0.3173617334258257	Spearman		0.31	0.316	0.165
RNCMPT00187	Z-scores		0.795070512028402	0.7299584033457337	0.8081386155042907	Spearman	0.73	0.8	0.79	0.416
RNCMPT00197	AUCs		0.870772021998301	0.916527729911058	0.8754166527726399	Spearman	0.916	0.89	0.896	0.376
RNCMPT00197	E-scores		0.8179387355083677	0.8614255950343853	0.8620752524533404	Spearman	0.862	0.865	0.88	0.352
RNCMPT00197	Intensities		0.6283094927669008		0.6441328993042517	Spearman		0.628	0.635	0.364
RNCMPT00197	Z-scores		0.852115551501165	0.8944294112809212	0.8492329432814643	Spearman	0.894	0.864	0.861	0.347
RNCMPT00199	AUCs		0.939151089332516	0.890012093923239	0.9366637540019556	Spearman	0.89	0.925	0.89	0.816
RNCMPT00199	E-scores		0.9335819027119996	0.8816446928475054	0.932769629435153	Spearman	0.882	0.917	0.909	0.849
RNCMPT00199	Intensities		0.6022105925642022		0.5835563091423663	Spearman		0.56	0.512	0.402
RNCMPT00199	Z-scores		0.9089527970839616	0.8539859299581664	0.9001358967528486	Spearman	0.854	0.888	0.853	0.772
RNCMPT00200	AUCs		0.6413028270090991	0.6460303185937567	0.6823656841144986	Spearman	0.646	0.696	0.677	0.259
RNCMPT00200	E-scores		0.499505173190826	0.7763346740383074	0.5930299836746903	Spearman	0.776	0.607	0.559	0.333
RNCMPT00200	Intensities		0.2157392407059982		0.2139574493087645	Spearman		0.215	0.227	0.108
RNCMPT00200	Z-scores		0.6450707444082326	0.6793698358665641	0.691026735485014	Spearman	0.679	0.716	0.682	0.219
RNCMPT00202	AUCs		0.9251850366504616	0.907602612154286	0.9424378059436284	Spearman	0.908	0.938	0.935	0.67
RNCMPT00202	E-scores		0.9260216984203652	0.9021821617746328	0.9380703646678358	Spearman	0.902	0.934	0.935	0.667
RNCMPT00202	Intensities		0.616022689586494		0.6100246742035871	Spearman		0.572	0.602	0.271
RNCMPT00202	Z-scores		0.8993876437523494	0.8714300285721942	0.9132098088650809	Spearman	0.871	0.907	0.907	0.613
RNCMPT00203	AUCs		0.7993607395862095	0.69932007595726	0.8046948693405861	Spearman	0.7	0.778	0.598	0.458
RNCMPT00203	E-scores		0.7435979039303304	0.7003606573755556	0.7256774288009858	Spearman	0.7	0.751	0.685	0.537
RNCMPT00203	Intensities		0.3026339092896973		0.2847583004633258	Spearman		0.272	0.208	0.141
RNCMPT00203	Z-scores		0.7901940360448693	0.6966175026257495	0.7969290868155263	Spearman	0.697	0.781	0.604	0.448
RNCMPT00205	AUCs		0.9518679040865164	0.9207134151960396	0.9489706784136492	Spearman	0.921	0.917	0.938	0.836
RNCMPT00205	E-scores		0.9632455038866206	0.930620729442532	0.9655700870324522	Spearman	0.931	0.954	0.964	0.896
RNCMPT00205	Intensities		0.6813962744481038		0.6606099673517951	Spearman		0.609	0.622	0.48
RNCMPT00205	Z-scores		0.9211615527808572	0.8851741806643034	0.9084295654116392	Spearman	0.885	0.88	0.9	0.787
RNCMPT00206	AUCs		0.9414811166742254	0.948861637933717	0.946225429718701	Spearman	0.949	0.958	0.947	0.689
RNCMPT00206	E-scores		0.9215118239355856	0.9333235829030224	0.926470531214185	Spearman	0.933	0.944	0.932	0.633
RNCMPT00206	Intensities		0.6746661102664688		0.6679222363296912	Spearman		0.667	0.658	0.366
RNCMPT00206	Z-scores		0.922981286137477	0.9280694695963224	0.9179195585537546	Spearman	0.928	0.936	0.923	0.649
RNCMPT00209	AUCs		0.9222013296246976	0.9041529565430352	0.9263206927661772	Spearman	0.904	0.92	0.882	0.523
RNCMPT00209	E-scores		0.9117532310608938	0.8667469446596798	0.9211470701914604	Spearman	0.867	0.914	0.864	0.533
RNCMPT00209	Intensities		0.6408851535835963		0.6338516315843495	Spearman		0.621	0.564	0.312
RNCMPT00209	Z-scores		0.8965349082592802	0.8815980503151629	0.9015034316635456	Spearman	0.882	0.892	0.85	0.474
RNCMPT00212	AUCs		0.5885568375214997	0.8623611902223717	0.7373144031973649	Spearman	0.862	0.844	0.807	-0.188
RNCMPT00212	E-scores		0.6629511348254056	0.8204991551377472	0.7647262070214154	Spearman	0.821	0.781	0.788	0.067
RNCMPT00212	Intensities		0.4334629298950037		0.3598407025771284	Spearman		0.416	0.462	0.043
RNCMPT00212	Z-scores		0.5767574800912912	0.8361051907102525	0.695573181441476	Spearman	0.836	0.815	0.777	-0.192
RNCMPT00215	AUCs	0.959052511676708	0.975938883661872	0.9605829061252414	0.9707610677161614	Spearman	0.961	0.975	0.973	0.718
RNCMPT00215	E-scores	0.950577001588743	0.9726986138809764	0.9481968554924596	0.9658348452823606	Spearman	0.948	0.971	0.961	0.695
RNCMPT00215	Intensities	0.6757660550692953	0.7321155181794766		0.7112919898405738	Spearman		0.723	0.715	0.397
RNCMPT00215	Z-scores	0.9476639683959832	0.9683489656466036	0.950359995374636	0.9610860660491074	Spearman	0.95	0.963	0.959	0.705
RNCMPT00216	AUCs		0.843018082055688	0.8925445779655364	0.8784051164469711	Spearman	0.893	0.844	0.894	0.522
RNCMPT00216	E-scores		0.7882765260393875	0.8483279349718376	0.8688269209402739	Spearman	0.849	0.814	0.88	0.577
RNCMPT00216	Intensities		0.4528440274111089		0.4958012764276088	Spearman		0.457	0.498	0.269
RNCMPT00216	Z-scores		0.8281090665114397	0.8652021430651305	0.860978139014898	Spearman	0.865	0.82	0.869	0.505
RNCMPT00217	AUCs		0.9572580924983134	0.9560721964273128	0.9584733048931944	Spearman	0.956	0.964	0.958	0.662
RNCMPT00217	E-scores		0.9317156051743268	0.9371637903843124	0.94738655548074	Spearman	0.937	0.953	0.95	0.656
RNCMPT00217	Intensities		0.6739720369816591		0.6634434073832529	Spearman		0.669	0.668	0.378
RNCMPT00217	Z-scores		0.938495675378581	0.93624545920227	0.9427236947614748	Spearman	0.936	0.946	0.94	0.646
RNCMPT00218	AUCs		0.7799789833549065	0.7665793446459577	0.8361897755754204	Spearman	0.767	0.815	0.831	0.476
RNCMPT00218	E-scores		0.7159300544218246	0.7780781924404101	0.7770740484486801	Spearman	0.778	0.789	0.788	0.558
RNCMPT00218	Intensities		0.3356261757415562		0.3493914526313036	Spearman		0.307	0.336	0.189
RNCMPT00218	Z-scores		0.7563287292863388	0.7456035535130003	0.8179771030629414	Spearman	0.746	0.793	0.807	0.5
RNCMPT00219	AUCs		0.8708563763950802	0.926070884633324	0.9077322589658878	Spearman	0.926	0.902	0.893	0.588
RNCMPT00219	E-scores		0.8044758825857744	0.8693244109792295	0.8949246933120675	Spearman	0.87	0.887	0.897	0.56
RNCMPT00219	Intensities		0.5246112127531072		0.6114626440584228	Spearman		0.604	0.6	0.417
RNCMPT00219	Z-scores		0.8503954867877851	0.901978248705062	0.8814662495550692	Spearman	0.902	0.872	0.861	0.538
RNCMPT00220	AUCs		0.9367858819625132	0.9109272819155944	0.9415140119624577	Spearman	0.911	0.942	0.939	0.787
RNCMPT00220	E-scores		0.9364924729281676	0.9251359252062452	0.9503494744811688	Spearman	0.925	0.948	0.938	0.815
RNCMPT00220	Intensities		0.4983250459126713		0.4817760317715567	Spearman		0.473	0.48	0.286
RNCMPT00220	Z-scores		0.9307429573682188	0.9047227060103648	0.9404891615686716	Spearman	0.905	0.939	0.928	0.786
RNCMPT00223	AUCs		0.8976340377463075	0.8701461980088647	0.8823708191031677	Spearman	0.87	0.892	0.887	0.367
RNCMPT00223	E-scores		0.8814884753067996	0.8312590780841925	0.8667270922225152	Spearman	0.832	0.891	0.863	0.474
RNCMPT00223	Intensities		0.5915190843179172		0.5339116612105002	Spearman		0.547	0.539	0.209
RNCMPT00223	Z-scores		0.8750897324685558	0.8460275852644293	0.8524499166084569	Spearman	0.846	0.871	0.863	0.346
RNCMPT00224	AUCs		0.8535988437109243	0.9070656180486514	0.6392988229698016	Spearman	0.907	0.855	0.883	0.456
RNCMPT00224	E-scores		0.8132176990041283	0.8627408740886131	0.6587204557936915	Spearman	0.863	0.844	0.866	0.522
RNCMPT00224	Intensities		0.4734493324020223		0.340790922320716	Spearman		0.46	0.489	0.27
RNCMPT00224	Z-scores		0.8421953478183464	0.8857975694250724	0.618270109317202	Spearman	0.886	0.827	0.86	0.419
RNCMPT00225	AUCs		0.8756492687510643	0.8741485152514821	0.9155799792773583	Spearman	0.874	0.914	0.854	0.171
